ticker,quarter,date,positive,negative,neutral,sentiment_score,sector,q,risk_count,positive_count,risk_ratio
KO,2021-Q1,"Apr 19, 2021, 8:30 a.m. ET",0.3852633535861969,0.019992617890238762,0.5947439670562744,0.36527073569595814,Consumer,2021-Q1,38,83,0.3114754098360656
AMZN,2022-Q3,"Oct 27, 2022, 5:30 p.m. ET",0.0530579574406147,0.02138059213757515,0.9255614876747131,0.03167736530303955,Tech,2022-Q3,26,32,0.4406779661016949
WFC,2021-Q2,"Jul 14, 2021, 11:30 a.m. ET",0.05672881007194519,0.0218930933624506,0.9213781356811523,0.03483571670949459,Finance,2021-Q2,73,61,0.5407407407407407
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
